"No","Buyer","PO.Buyer","Style","Qty","End-Sewing.Date","Ex-Fact.Date","Week11-6","Week27-13","Week314-20","Week421-27","Week528-30","Week631-31","Total","FOB","Week","Amount","SO No","WO No","Branch","Factory","Tarikan","Source","Cost.Type"
"651","RS MITRA KELUARGA","","RS MITRA KELUARGA","468.00","2024-05-10","2024-05-24","0","0","0","468.00","0","0","468","1.9","W4","889.2","24001088","182494","1205","CHW","","Schedule","FOB"
"652","RS MITRA KELUARGA","","RS MITRA KELUARGA","468.00","2024-05-10","2024-05-24","0","0","0","468.00","0","0","468","1.43","W4","669.24","24001089","182495","1205","CHW","","Schedule","FOB"
"653","RS MITRA KELUARGA","","RS MITRA KELUARGA","63.00","2024-04-29","2024-05-24","0","0","0","63.00","0","0","63","1.43","W4","90.09","24001100","182506","1205","CHW","","Schedule","FOB"
"654","RS MITRA KELUARGA","","RS MITRA KELUARGA","18.00","2024-05-17","2024-05-24","0","0","0","18.00","0","0","18","1.9","W4","34.2","24001103","182509","1205","CHW","","Schedule","FOB"
"655","RS MITRA KELUARGA","","RS MITRA KELUARGA","18.00","2024-05-21","2024-05-24","0","0","0","18.00","0","0","18","1.43","W4","25.74","24001104","182510","1205","CHW","","Schedule","FOB"
"656","RS MITRA KELUARGA","","RS MITRA KELUARGA","63.00","2024-05-21","2024-05-24","0","0","0","63.00","0","0","63","1.909","W4","120.27","24001099","182505","1205","CHW","","Schedule","FOB"
"657","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157996","10206.00","2024-05-29","2024-05-24","0","0","0","10206.00","0","0","10206","6.39","W4","21738.78","24001137","182411","1204","MJ1","","Schedule","FOB"
"658","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157996","10206.00","2024-05-30","2024-05-24","0","0","0","10206.00","0","0","10206","6.39","W4","21738.78","24001137","182411","1204","MJ1","","Schedule","FOB"
"659","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158001","6696.00","2024-05-13","2024-05-24","0","0","0","6696.00","0","0","6696","6.39","W4","14262.48","24001140","182413","1204","MJ1","","Schedule","FOB"
"660","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158001","6696.00","2024-05-07","2024-05-24","0","0","0","6696.00","0","0","6696","6.39","W4","14262.48","24001140","182413","1204","MJ1","","Schedule","FOB"
"661","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158592","6372.00","2024-05-20","2024-05-24","0","0","0","6372.00","0","0","6372","5.14","W4","10917.36","24001152","182417","1204","MJ1","","Schedule","FOB"
"662","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158592","6372.00","2024-05-14","2024-05-24","0","0","0","6372.00","0","0","6372","5.14","W4","10917.36","24001152","182417","1204","MJ1","","Schedule","FOB"
"663","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158592XXL","1188.00","2024-05-20","2024-05-24","0","0","0","1188.00","0","0","1188","5.49","W4","2174.04","24001153","182418","1204","MJ1","","Schedule","FOB"
"664","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158592XXL","1188.00","2024-05-15","2024-05-24","0","0","0","1188.00","0","0","1188","5.49","W4","2174.04","24001153","182418","1204","MJ1","","Schedule","FOB"
"665","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158001XXL","540.00","2024-05-14","2024-05-24","0","0","0","540.00","0","0","540","6.88","W4","1238.4","24001141","182414","1204","MJ1","","Schedule","FOB"
"666","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158001XXL","540.00","2024-05-08","2024-05-24","0","0","0","540.00","0","0","540","6.88","W4","1238.4","24001141","182414","1204","MJ1","","Schedule","FOB"
"667","RS MITRA KELUARGA","","RS MITRA KELUARGA","15.00","2024-05-21","2024-05-24","0","0","0","15.00","0","0","15","1.9","W4","28.5","24001062","182455","1205","CHW","","Schedule","FOB"
"668","H&M","891895-7987","HNM BOXER, IN","2390.00","2024-06-15","2024-05-27","0","0","0","2390.00","0","0","2390","7.16","W4","3422.48","24001243","182622","1204","CNJ2","","Schedule","FOB"
"669","H&M","894130-7987","HNM BOXER, OG","160.00","2024-06-15","2024-05-27","0","0","0","160.00","0","0","160","6.95","W4","222.4","24001256","182635","1204","CNJ2","","Schedule","FOB"
"670","H&M","894130-7987","HNM BOXER, OD","90.00","2024-06-18","2024-05-27","0","0","0","90.00","0","0","90","6.95","W4","125.1","24001257","182636","1204","CNJ2","","Schedule","FOB"
"671","MARUBENI CORPORATION JEPANG","AUE25600","COCOS-S# GA-3915","4000.00","2024-04-26","2024-05-31","0","0","0","0","0","4000.00","4000","3.26","W6","13040","23001578","181645","1201","CBA","","Schedule","CMTP"
"672","MARUBENI CORPORATION JEPANG","AUE25600","COCOS-S# GA-3915","3780.00","2024-03-11","2024-05-31","0","0","0","0","0","3780.00","3780","3.26","W6","12322.8","23001578","181645","1201","CBA","","Schedule","CMTP"
"673","MARUBENI CORPORATION JEPANG","AUE25600","COCOS-S# GA-3915","4380.00","2024-03-11","2024-05-31","0","0","0","0","0","4380.00","4380","3.26","W6","14278.8","23001578","181645","1201","CBA","","Schedule","CMTP"
"674","AGRON, INC.","","ADIDAS BRF, 5158043","7020.00","2024-05-10","2024-05-31","0","0","0","0","0","7020.00","7020","4.93","W6","11536.2","24001196","182389","1204","KLB","","Schedule","FOB"
"675","AGRON, INC.","","ADIDAS BRF, 5158043","7020.00","2024-05-10","2024-05-31","0","0","0","0","0","7020.00","7020","4.93","W6","11536.2","24001196","182389","1204","KLB","","Schedule","FOB"
"676","AGRON, INC.","","ADIDAS BRF, 5158043","7020.00","2024-05-10","2024-05-31","0","0","0","0","0","7020.00","7020","4.93","W6","11536.2","24001196","182389","1204","KLB","","Schedule","FOB"
"677","AGRON, INC.","","ADIDAS BRF, 5158043","7020.00","2024-05-10","2024-05-31","0","0","0","0","0","7020.00","7020","4.93","W6","11536.2","24001196","182389","1204","KLB","","Schedule","FOB"
"678","AGRON, INC.","","ADIDAS BRF, 5158043","7020.00","2024-05-10","2024-05-31","0","0","0","0","0","7020.00","7020","4.93","W6","11536.2","24001196","182389","1204","KLB","","Schedule","FOB"
"679","AGRON, INC.","","ADIDAS BRF, 5158043","7020.00","2024-05-08","2024-05-31","0","0","0","0","0","7020.00","7020","4.93","W6","11536.2","24001196","182389","1204","KLB","","Schedule","FOB"
"680","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060","2142.00","2024-05-21","2024-05-31","0","0","0","0","0","2142.00","2142","4.93","W6","3520.02","24001200","182393","1204","KLB","","Schedule","FOB"
"681","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060","2142.00","2024-05-21","2024-05-31","0","0","0","0","0","2142.00","2142","4.93","W6","3520.02","24001200","182393","1204","KLB","","Schedule","FOB"
"682","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060","2142.00","2024-05-20","2024-05-31","0","0","0","0","0","2142.00","2142","4.93","W6","3520.02","24001200","182393","1204","KLB","","Schedule","FOB"
"683","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060","2142.00","2024-05-20","2024-05-31","0","0","0","0","0","2142.00","2142","4.93","W6","3520.02","24001200","182393","1204","KLB","","Schedule","FOB"
"684","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060","2142.00","2024-05-20","2024-05-31","0","0","0","0","0","2142.00","2142","4.93","W6","3520.02","24001200","182393","1204","KLB","","Schedule","FOB"
"685","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060","2142.00","2024-05-20","2024-05-31","0","0","0","0","0","2142.00","2142","4.93","W6","3520.02","24001200","182393","1204","KLB","","Schedule","FOB"
"686","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060XXL","306.00","2024-05-21","2024-05-31","0","0","0","0","0","306.00","306","5.28","W6","538.56","24001201","182394","1204","KLB","","Schedule","FOB"
"687","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060XXL","306.00","2024-05-21","2024-05-31","0","0","0","0","0","306.00","306","5.28","W6","538.56","24001201","182394","1204","KLB","","Schedule","FOB"
"688","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060XXL","306.00","2024-05-20","2024-05-31","0","0","0","0","0","306.00","306","5.28","W6","538.56","24001201","182394","1204","KLB","","Schedule","FOB"
"689","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060XXL","306.00","2024-05-21","2024-05-31","0","0","0","0","0","306.00","306","5.28","W6","538.56","24001201","182394","1204","KLB","","Schedule","FOB"
"690","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060XXL","306.00","2024-05-21","2024-05-31","0","0","0","0","0","306.00","306","5.28","W6","538.56","24001201","182394","1204","KLB","","Schedule","FOB"
"691","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158060XXL","306.00","2024-05-20","2024-05-31","0","0","0","0","0","306.00","306","5.28","W6","538.56","24001201","182394","1204","KLB","","Schedule","FOB"
"692","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584","2826.00","2024-05-31","2024-05-31","0","0","0","0","0","2826.00","2826","5.14","W6","4841.88","24001164","182429","1204","KLB","","Schedule","FOB"
"693","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584","2826.00","2024-05-31","2024-05-31","0","0","0","0","0","2826.00","2826","5.14","W6","4841.88","24001164","182429","1204","KLB","","Schedule","FOB"
"694","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584","2826.00","2024-05-30","2024-05-31","0","0","0","0","0","2826.00","2826","5.14","W6","4841.88","24001164","182429","1204","KLB","","Schedule","FOB"
"695","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584","2826.00","2024-05-30","2024-05-31","0","0","0","0","0","2826.00","2826","5.14","W6","4841.88","24001164","182429","1204","KLB","","Schedule","FOB"
"696","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584","2826.00","2024-05-30","2024-05-31","0","0","0","0","0","2826.00","2826","5.14","W6","4841.88","24001164","182429","1204","KLB","","Schedule","FOB"
"697","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584","2826.00","2024-05-30","2024-05-31","0","0","0","0","0","2826.00","2826","5.14","W6","4841.88","24001164","182429","1204","KLB","","Schedule","FOB"
"698","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584XXL","180.00","2024-05-31","2024-05-31","0","0","0","0","0","180.00","180","5.49","W6","329.4","24001165","182430","1204","KLB","","Schedule","FOB"
"699","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584XXL","180.00","2024-05-31","2024-05-31","0","0","0","0","0","180.00","180","5.49","W6","329.4","24001165","182430","1204","KLB","","Schedule","FOB"
"700","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584XXL","180.00","2024-05-30","2024-05-31","0","0","0","0","0","180.00","180","5.49","W6","329.4","24001165","182430","1204","KLB","","Schedule","FOB"
"701","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584XXL","180.00","2024-05-30","2024-05-31","0","0","0","0","0","180.00","180","5.49","W6","329.4","24001165","182430","1204","KLB","","Schedule","FOB"
"702","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584XXL","180.00","2024-05-31","2024-05-31","0","0","0","0","0","180.00","180","5.49","W6","329.4","24001165","182430","1204","KLB","","Schedule","FOB"
"703","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158584XXL","180.00","2024-05-30","2024-05-31","0","0","0","0","0","180.00","180","5.49","W6","329.4","24001165","182430","1204","KLB","","Schedule","FOB"
"704","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158599","21492.00","2024-06-03","2024-05-31","0","0","0","0","0","21492.00","21492","5.14","W6","36822.96","24001162","182427","1204","MJ2","","Schedule","FOB"
"705","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158599XXL","1944.00","2024-06-04","2024-05-31","0","0","0","0","0","1944.00","1944","5.49","W6","3557.52","24001163","182428","1204","MJ2","","Schedule","FOB"
"706","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158610","4752.00","2024-05-15","2024-05-31","0","0","0","0","0","4752.00","4752","5.38","W6","8521.92","24001166","182431","1204","MJ2","","Schedule","FOB"
"707","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158610","4752.00","2024-05-15","2024-05-31","0","0","0","0","0","4752.00","4752","5.38","W6","8521.92","24001166","182431","1204","MJ2","","Schedule","FOB"
"708","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158615","5184.00","2024-05-20","2024-05-31","0","0","0","0","0","5184.00","5184","5.38","W6","9296.64","24001168","182433","1204","MJ2","","Schedule","FOB"
"709","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158615","5184.00","2024-05-20","2024-05-31","0","0","0","0","0","5184.00","5184","5.38","W6","9296.64","24001168","182433","1204","MJ2","","Schedule","FOB"
"710","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158615XXL","864.00","2024-05-21","2024-05-31","0","0","0","0","0","864.00","864","5.78","W6","1664.64","24001169","182434","1204","MJ2","","Schedule","FOB"
"711","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158615XXL","864.00","2024-05-21","2024-05-31","0","0","0","0","0","864.00","864","5.78","W6","1664.64","24001169","182434","1204","MJ2","","Schedule","FOB"
"712","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157997","2430.00","2024-05-17","2024-05-31","0","0","0","0","0","2430.00","2430","5.83","W6","4722.3","24001145","182453","1204","MJ2","","Schedule","FOB"
"713","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157997","2430.00","2024-05-17","2024-05-31","0","0","0","0","0","2430.00","2430","5.83","W6","4722.3","24001145","182453","1204","MJ2","","Schedule","FOB"
"714","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157991","1485.00","2024-05-21","2024-05-31","0","0","0","0","0","1485.00","1485","6.25","W6","3093.75","24001131","182405","1204","MJ2","","Schedule","FOB"
"715","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157991","1485.00","2024-05-22","2024-05-31","0","0","0","0","0","1485.00","1485","6.25","W6","3093.75","24001131","182405","1204","MJ2","","Schedule","FOB"
"716","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157991","1485.00","2024-05-21","2024-05-31","0","0","0","0","0","1485.00","1485","6.25","W6","3093.75","24001131","182405","1204","MJ2","","Schedule","FOB"
"717","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157991","1485.00","2024-05-20","2024-05-31","0","0","0","0","0","1485.00","1485","6.25","W6","3093.75","24001131","182405","1204","MJ2","","Schedule","FOB"
"718","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157991XXL","270.00","2024-05-21","2024-05-31","0","0","0","0","0","270.00","270","6.72","W6","604.8","24001132","182406","1204","MJ2","","Schedule","FOB"
"719","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157991XXL","270.00","2024-05-22","2024-05-31","0","0","0","0","0","270.00","270","6.72","W6","604.8","24001132","182406","1204","MJ2","","Schedule","FOB"
"720","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157991XXL","270.00","2024-05-21","2024-05-31","0","0","0","0","0","270.00","270","6.72","W6","604.8","24001132","182406","1204","MJ2","","Schedule","FOB"
"721","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157991XXL","270.00","2024-05-21","2024-05-31","0","0","0","0","0","270.00","270","6.72","W6","604.8","24001132","182406","1204","MJ2","","Schedule","FOB"
"722","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158007","1674.00","2024-05-22","2024-05-31","0","0","0","0","0","1674.00","1674","6.25","W6","3487.5","24001133","182407","1204","MJ2","","Schedule","FOB"
"723","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158007","1674.00","2024-05-24","2024-05-31","0","0","0","0","0","1674.00","1674","6.25","W6","3487.5","24001133","182407","1204","MJ2","","Schedule","FOB"
"724","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158007","1674.00","2024-05-22","2024-05-31","0","0","0","0","0","1674.00","1674","6.25","W6","3487.5","24001133","182407","1204","MJ2","","Schedule","FOB"
"725","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158007","1674.00","2024-05-22","2024-05-31","0","0","0","0","0","1674.00","1674","6.25","W6","3487.5","24001133","182407","1204","MJ2","","Schedule","FOB"
"726","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158007XXL","405.00","2024-05-22","2024-05-31","0","0","0","0","0","405.00","405","6.72","W6","907.2","24001134","182408","1204","MJ2","","Schedule","FOB"
"727","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158007XXL","405.00","2024-05-24","2024-05-31","0","0","0","0","0","405.00","405","6.72","W6","907.2","24001134","182408","1204","MJ2","","Schedule","FOB"
"728","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158007XXL","405.00","2024-05-22","2024-05-31","0","0","0","0","0","405.00","405","6.72","W6","907.2","24001134","182408","1204","MJ2","","Schedule","FOB"
"729","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158007XXL","405.00","2024-05-22","2024-05-31","0","0","0","0","0","405.00","405","6.72","W6","907.2","24001134","182408","1204","MJ2","","Schedule","FOB"
"730","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157980","999.00","2024-05-24","2024-05-31","0","0","0","0","0","999.00","999","6.25","W6","2081.25","24001135","182409","1204","MJ2","","Schedule","FOB"
"731","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157980","999.00","2024-05-27","2024-05-31","0","0","0","0","0","999.00","999","6.25","W6","2081.25","24001135","182409","1204","MJ2","","Schedule","FOB"
"732","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157980","999.00","2024-05-24","2024-05-31","0","0","0","0","0","999.00","999","6.25","W6","2081.25","24001135","182409","1204","MJ2","","Schedule","FOB"
"733","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157980","999.00","2024-05-22","2024-05-31","0","0","0","0","0","999.00","999","6.25","W6","2081.25","24001135","182409","1204","MJ2","","Schedule","FOB"
"734","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157980XXL","270.00","2024-05-24","2024-05-31","0","0","0","0","0","270.00","270","6.72","W6","604.8","24001136","182410","1204","MJ2","","Schedule","FOB"
"735","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157980XXL","270.00","2024-05-27","2024-05-31","0","0","0","0","0","270.00","270","6.72","W6","604.8","24001136","182410","1204","MJ2","","Schedule","FOB"
"736","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157980XXL","270.00","2024-05-24","2024-05-31","0","0","0","0","0","270.00","270","6.72","W6","604.8","24001136","182410","1204","MJ2","","Schedule","FOB"
"737","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157980XXL","270.00","2024-05-27","2024-05-31","0","0","0","0","0","270.00","270","6.72","W6","604.8","24001136","182410","1204","MJ2","","Schedule","FOB"
"738","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157985","945.00","2024-05-27","2024-05-31","0","0","0","0","0","945.00","945","6.72","W6","2116.8","24001126","182446","1204","MJ2","","Schedule","FOB"
"739","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157985","945.00","2024-05-27","2024-05-31","0","0","0","0","0","945.00","945","6.72","W6","2116.8","24001126","182446","1204","MJ2","","Schedule","FOB"
"740","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157985","945.00","2024-05-24","2024-05-31","0","0","0","0","0","945.00","945","6.72","W6","2116.8","24001126","182446","1204","MJ2","","Schedule","FOB"
"741","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157985","945.00","2024-05-28","2024-05-31","0","0","0","0","0","945.00","945","6.72","W6","2116.8","24001126","182446","1204","MJ2","","Schedule","FOB"
"742","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157985XXL","351.00","2024-05-28","2024-05-31","0","0","0","0","0","351.00","351","7.3","W6","854.1","24001127","182447","1204","MJ2","","Schedule","FOB"
"743","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157985XXL","351.00","2024-05-28","2024-05-31","0","0","0","0","0","351.00","351","7.3","W6","854.1","24001127","182447","1204","MJ2","","Schedule","FOB"
"744","AGRON, INC.","PO-0000077","ADIDAS BRF, 5157985XXL","351.00","2024-05-27","2024-05-31","0","0","0","0","0","351.00","351","7.3","W6","854.1","24001127","182447","1204","MJ2","","Schedule","FOB"
