"No","Buyer","PO.Buyer","Style","Qty","End-Sewing.Date","Ex-Fact.Date","Week11-6","Week27-13","Week314-20","Week421-27","Week528-30","Week631-31","Total","FOB","Week","Amount","SO No","WO No","Branch","Factory","Tarikan","Source","Cost.Type"
"522","PT.VIGINDO INTIUSAHA PERDANA","8GG24_0301","PT. VIGINDO INTIUSAHA PERDANA","3750.00","2024-05-03","2024-05-20","0","0","3750.00","0","0","0","3750","1.32","W3","1650","24001154","182649","1201","CNJ2","","Schedule","FOB"
"523","EIGERINDO MULTI PRODUK INDUSTRI, PT.","","EIGER, 910007674","1149.00","2023-10-12","2024-05-23","0","0","0","1149.00","0","0","1149","5.50","W4","6319.5","23001123","180683","1205","CVA","","Schedule","FOB"
"524","EIGERINDO MULTI PRODUK INDUSTRI, PT.","","EIGER, 910007674","1251.00","2023-10-12","2024-05-23","0","0","0","1251.00","0","0","1251","5.50","W4","6880.5","23001123","180683","1205","CVA","","Schedule","FOB"
"525","EIGERINDO MULTI PRODUK INDUSTRI, PT.","","EIGER, 910008637","600.00","2024-04-25","2024-05-23","0","0","0","600.00","0","0","600","15.27","W4","9162","23001633","182559","1201","CVA","","Schedule","FOB"
"526","EIGERINDO MULTI PRODUK INDUSTRI, PT.","","EIGER, 910008640","600.00","2024-04-27","2024-05-23","0","0","0","600.00","0","0","600","10.67","W4","6402","23001634","182560","1201","CVA","","Schedule","FOB"
"527","EIGERINDO MULTI PRODUK INDUSTRI, PT.","","EIGER, 910008637","600.00","2024-04-26","2024-05-23","0","0","0","600.00","0","0","600","15.27","W4","9162","23001633","182559","1201","CVA","","Schedule","FOB"
"528","EIGERINDO MULTI PRODUK INDUSTRI, PT.","","EIGER, 910008640","600.00","2024-04-27","2024-05-23","0","0","0","600.00","0","0","600","10.67","W4","6402","23001634","182560","1201","CVA","","Schedule","FOB"
"529","RED WING SHOE COMPANY LLC","3505897","RED WING SHOE COMPANY LLC","1130.00","2024-05-21","2024-05-23","0","0","0","1130.00","0","0","1130","37","W4","41810","24001119","182527","1201","MJ1","","Schedule","CMT"
"530","RED WING SHOE COMPANY LLC","3505897","RED WING SHOE COMPANY LLC","100.00","2024-05-22","2024-05-23","0","0","0","100.00","0","0","100","37","W4","3700","24001120","182528","1201","MJ1","","Schedule","CMT"
"531","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-78","2860.00","2024-03-19","2024-05-24","0","0","0","2860.00","0","0","2860","1.65","W4","4719","24001008","182083","1201","CNJ2","","Schedule","CMTP"
"532","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-92","900.00","2024-03-21","2024-05-24","0","0","0","900.00","0","0","900","1.65","W4","1485","24001012","182087","1201","CNJ2","","Schedule","CMTP"
"533","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 154-91","870.00","2024-03-30","2024-05-24","0","0","0","870.00","0","0","870","1.6","W4","1392","24001021","182095","1201","CNJ2","","Schedule","CMTP"
"534","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-85","1560.00","2024-03-25","2024-05-24","0","0","0","1560.00","0","0","1560","1.65","W4","2574","24001010","182085","1201","CNJ2","","Schedule","CMTP"
"535","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-98","3390.00","2024-03-20","2024-05-24","0","0","0","3390.00","0","0","3390","1.65","W4","5593.5","24001015","182090","1201","CNJ2","","Schedule","CMTP"
"536","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 136-91","580.00","2024-03-27","2024-05-24","0","0","0","580.00","0","0","580","1.65","W4","957","24001018","182092","1201","CNJ2","","Schedule","CMTP"
"537","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 136-92","350.00","2024-03-28","2024-05-24","0","0","0","350.00","0","0","350","1.65","W4","577.5","24001019","182093","1201","CNJ2","","Schedule","CMTP"
"538","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 154-92","350.00","2024-04-02","2024-05-24","0","0","0","350.00","0","0","350","1.6","W4","560","24001022","182096","1201","CNJ2","","Schedule","CMTP"
"539","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-78","3670.00","2024-04-29","2024-05-24","0","0","0","3670.00","0","0","3670","1.6","W4","5872","24001025","182099","1201","CNJ2","","Schedule","CMTP"
"540","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-85","1270.00","2024-04-27","2024-05-24","0","0","0","1270.00","0","0","1270","1.6","W4","2032","24001026","182100","1201","CNJ2","","Schedule","CMTP"
"541","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-93","650.00","2024-03-25","2024-05-24","0","0","0","650.00","0","0","650","1.6","W4","1040","24001028","182102","1201","CNJ2","","Schedule","CMTP"
"542","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-98","2570.00","2024-03-23","2024-05-24","0","0","0","2570.00","0","0","2570","1.6","W4","4112","24001030","182104","1201","CNJ2","","Schedule","CMTP"
"543","AGRON, INC.","","ADIDAS BRF, 5158037","5976.00","2024-05-20","2024-05-24","0","0","0","5976.00","0","0","5976","4.93","W4","9820.56","24001199","182392","1204","KLB","","Schedule","FOB"
"544","AGRON, INC.","","ADIDAS BRF, 5158037","5976.00","2024-05-20","2024-05-24","0","0","0","5976.00","0","0","5976","4.93","W4","9820.56","24001199","182392","1204","KLB","","Schedule","FOB"
"545","AGRON, INC.","","ADIDAS BRF, 5158037","5976.00","2024-05-17","2024-05-24","0","0","0","5976.00","0","0","5976","4.93","W4","9820.56","24001199","182392","1204","KLB","","Schedule","FOB"
"546","AGRON, INC.","","ADIDAS BRF, 5158037","5976.00","2024-05-17","2024-05-24","0","0","0","5976.00","0","0","5976","4.93","W4","9820.56","24001199","182392","1204","KLB","","Schedule","FOB"
"547","AGRON, INC.","","ADIDAS BRF, 5158037","5976.00","2024-05-17","2024-05-24","0","0","0","5976.00","0","0","5976","4.93","W4","9820.56","24001199","182392","1204","KLB","","Schedule","FOB"
"548","AGRON, INC.","","ADIDAS BRF, 5158037","5976.00","2024-05-17","2024-05-24","0","0","0","5976.00","0","0","5976","4.93","W4","9820.56","24001199","182392","1204","KLB","","Schedule","FOB"
"549","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614","11322.00","2024-05-29","2024-05-24","0","0","0","11322.00","0","0","11322","5.14","W4","19398.36","24001150","182415","1204","KLB","","Schedule","FOB"
"550","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614","11322.00","2024-05-29","2024-05-24","0","0","0","11322.00","0","0","11322","5.14","W4","19398.36","24001150","182415","1204","KLB","","Schedule","FOB"
"551","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614","11322.00","2024-05-29","2024-05-24","0","0","0","11322.00","0","0","11322","5.14","W4","19398.36","24001150","182415","1204","KLB","","Schedule","FOB"
"552","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614","11322.00","2024-05-29","2024-05-24","0","0","0","11322.00","0","0","11322","5.14","W4","19398.36","24001150","182415","1204","KLB","","Schedule","FOB"
"553","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614","11322.00","2024-05-29","2024-05-24","0","0","0","11322.00","0","0","11322","5.14","W4","19398.36","24001150","182415","1204","KLB","","Schedule","FOB"
"554","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614","11322.00","2024-05-28","2024-05-24","0","0","0","11322.00","0","0","11322","5.14","W4","19398.36","24001150","182415","1204","KLB","","Schedule","FOB"
"555","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614XXL","396.00","2024-05-30","2024-05-24","0","0","0","396.00","0","0","396","5.49","W4","724.68","24001151","182416","1204","KLB","","Schedule","FOB"
"556","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614XXL","396.00","2024-05-30","2024-05-24","0","0","0","396.00","0","0","396","5.49","W4","724.68","24001151","182416","1204","KLB","","Schedule","FOB"
"557","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614XXL","396.00","2024-05-29","2024-05-24","0","0","0","396.00","0","0","396","5.49","W4","724.68","24001151","182416","1204","KLB","","Schedule","FOB"
"558","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614XXL","396.00","2024-05-29","2024-05-24","0","0","0","396.00","0","0","396","5.49","W4","724.68","24001151","182416","1204","KLB","","Schedule","FOB"
"559","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614XXL","396.00","2024-05-29","2024-05-24","0","0","0","396.00","0","0","396","5.49","W4","724.68","24001151","182416","1204","KLB","","Schedule","FOB"
"560","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158614XXL","396.00","2024-05-28","2024-05-24","0","0","0","396.00","0","0","396","5.49","W4","724.68","24001151","182416","1204","KLB","","Schedule","FOB"
"561","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158058","19008.00","2024-05-16","2024-05-24","0","0","0","19008.00","0","0","19008","6.45","W4","30650.4","24001205","182398","1204","MJ2","","Schedule","FOB"
"562","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158039","16344.00","2024-05-02","2024-05-24","0","0","0","16344.00","0","0","16344","6.45","W4","26354.7","24001202","182395","1204","MJ2","","Schedule","FOB"
"563","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158039","16344.00","2024-05-03","2024-05-24","0","0","0","16344.00","0","0","16344","6.45","W4","26354.7","24001202","182395","1204","MJ2","","Schedule","FOB"
"564","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158059","9648.00","2024-05-10","2024-05-24","0","0","0","9648.00","0","0","9648","6.45","W4","15557.4","24001204","182397","1204","MJ2","","Schedule","FOB"
"565","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158059","9648.00","2024-05-13","2024-05-24","0","0","0","9648.00","0","0","9648","6.45","W4","15557.4","24001204","182397","1204","MJ2","","Schedule","FOB"
"566","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158038","9648.00","2024-05-16","2024-05-24","0","0","0","9648.00","0","0","9648","6.45","W4","15557.4","24001203","182396","1204","MJ2","","Schedule","FOB"
"567","AGRON, INC.","PO-0000074","ADIDAS BRF, 5158038","9648.00","2024-05-16","2024-05-24","0","0","0","9648.00","0","0","9648","6.45","W4","15557.4","24001203","182396","1204","MJ2","","Schedule","FOB"
"568","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158586","8154.00","2024-05-24","2024-05-24","0","0","0","8154.00","0","0","8154","4.92","W4","13372.56","24001170","182464","1204","MJ2","","Schedule","FOB"
"569","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158586","8154.00","2024-05-24","2024-05-24","0","0","0","8154.00","0","0","8154","4.92","W4","13372.56","24001170","182464","1204","MJ2","","Schedule","FOB"
"570","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158586XXL","594.00","2024-05-24","2024-05-24","0","0","0","594.00","0","0","594","5.22","W4","1033.56","24001171","182466","1204","MJ2","","Schedule","FOB"
"571","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158586XXL","594.00","2024-05-24","2024-05-24","0","0","0","594.00","0","0","594","5.22","W4","1033.56","24001171","182466","1204","MJ2","","Schedule","FOB"
"572","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158611","4806.00","2024-05-29","2024-05-24","0","0","0","4806.00","0","0","4806","4.92","W4","7881.84","24001172","182468","1204","MJ2","","Schedule","FOB"
"573","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158611","4806.00","2024-05-29","2024-05-24","0","0","0","4806.00","0","0","4806","4.92","W4","7881.84","24001172","182468","1204","MJ2","","Schedule","FOB"
"574","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158611XXL","270.00","2024-05-29","2024-05-24","0","0","0","270.00","0","0","270","5.22","W4","469.8","24001173","182470","1204","MJ2","","Schedule","FOB"
"575","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158611XXL","270.00","2024-05-29","2024-05-24","0","0","0","270.00","0","0","270","5.22","W4","469.8","24001173","182470","1204","MJ2","","Schedule","FOB"
"576","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158594","12528.00","2024-06-07","2024-05-24","0","0","0","12528.00","0","0","12528","4.92","W4","20545.92","24001174","182472","1204","MJ2","","Schedule","FOB"
"577","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158594","12528.00","2024-06-07","2024-05-24","0","0","0","12528.00","0","0","12528","4.92","W4","20545.92","24001174","182472","1204","MJ2","","Schedule","FOB"
"578","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158594XXL","540.00","2024-06-07","2024-05-24","0","0","0","540.00","0","0","540","5.22","W4","939.6","24001175","182474","1204","MJ2","","Schedule","FOB"
"579","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158594XXL","540.00","2024-06-07","2024-05-24","0","0","0","540.00","0","0","540","5.22","W4","939.6","24001175","182474","1204","MJ2","","Schedule","FOB"
"580","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158596","3159.00","2024-06-03","2024-05-24","0","0","0","3159.00","0","0","3159","5.63","W4","5928.39","24001176","182476","1204","MJ2","","Schedule","FOB"
"581","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158596","3159.00","2024-06-03","2024-05-24","0","0","0","3159.00","0","0","3159","5.63","W4","5928.39","24001176","182476","1204","MJ2","","Schedule","FOB"
"582","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158596","3159.00","2024-05-31","2024-05-24","0","0","0","3159.00","0","0","3159","5.63","W4","5928.39","24001176","182476","1204","MJ2","","Schedule","FOB"
"583","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158596","3159.00","2024-06-05","2024-05-24","0","0","0","3159.00","0","0","3159","5.63","W4","5928.39","24001176","182476","1204","MJ2","","Schedule","FOB"
"584","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158596XXL","270.00","2024-06-03","2024-05-24","0","0","0","270.00","0","0","270","6.02","W4","541.8","24001222","182479","1204","MJ2","","Schedule","FOB"
"585","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158596XXL","270.00","2024-06-03","2024-05-24","0","0","0","270.00","0","0","270","6.02","W4","541.8","24001222","182479","1204","MJ2","","Schedule","FOB"
"586","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158596XXL","270.00","2024-05-31","2024-05-24","0","0","0","270.00","0","0","270","6.02","W4","541.8","24001222","182479","1204","MJ2","","Schedule","FOB"
"587","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158596XXL","270.00","2024-06-05","2024-05-24","0","0","0","270.00","0","0","270","6.02","W4","541.8","24001222","182479","1204","MJ2","","Schedule","FOB"
"588","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158583","3186.00","2024-06-05","2024-05-24","0","0","0","3186.00","0","0","3186","5.63","W4","5979.06","24001177","182481","1204","MJ2","","Schedule","FOB"
"589","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158583","3186.00","2024-06-05","2024-05-24","0","0","0","3186.00","0","0","3186","5.63","W4","5979.06","24001177","182481","1204","MJ2","","Schedule","FOB"
"590","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158583","3186.00","2024-06-04","2024-05-24","0","0","0","3186.00","0","0","3186","5.63","W4","5979.06","24001177","182481","1204","MJ2","","Schedule","FOB"
"591","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158583","3186.00","2024-06-07","2024-05-24","0","0","0","3186.00","0","0","3186","5.63","W4","5979.06","24001177","182481","1204","MJ2","","Schedule","FOB"
"592","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158583XXL","297.00","2024-06-05","2024-05-24","0","0","0","297.00","0","0","297","6.02","W4","595.98","24001178","182483","1204","MJ2","","Schedule","FOB"
"593","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158583XXL","297.00","2024-06-05","2024-05-24","0","0","0","297.00","0","0","297","6.02","W4","595.98","24001178","182483","1204","MJ2","","Schedule","FOB"
"594","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158583XXL","297.00","2024-06-04","2024-05-24","0","0","0","297.00","0","0","297","6.02","W4","595.98","24001178","182483","1204","MJ2","","Schedule","FOB"
"595","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158583XXL","297.00","2024-06-10","2024-05-24","0","0","0","297.00","0","0","297","6.02","W4","595.98","24001178","182483","1204","MJ2","","Schedule","FOB"
"596","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158602","3132.00","2024-06-07","2024-05-24","0","0","0","3132.00","0","0","3132","5.63","W4","5877.72","24001179","182485","1204","MJ2","","Schedule","FOB"
"597","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158602","3132.00","2024-06-07","2024-05-24","0","0","0","3132.00","0","0","3132","5.63","W4","5877.72","24001179","182485","1204","MJ2","","Schedule","FOB"
"598","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158602","3132.00","2024-06-06","2024-05-24","0","0","0","3132.00","0","0","3132","5.63","W4","5877.72","24001179","182485","1204","MJ2","","Schedule","FOB"
"599","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158602","3132.00","2024-06-11","2024-05-24","0","0","0","3132.00","0","0","3132","5.63","W4","5877.72","24001179","182485","1204","MJ2","","Schedule","FOB"
"600","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158602XXL","405.00","2024-06-07","2024-05-24","0","0","0","405.00","0","0","405","6.02","W4","812.7","24001180","182487","1204","MJ2","","Schedule","FOB"
"601","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158602XXL","405.00","2024-06-07","2024-05-24","0","0","0","405.00","0","0","405","6.02","W4","812.7","24001180","182487","1204","MJ2","","Schedule","FOB"
"602","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158602XXL","405.00","2024-06-06","2024-05-24","0","0","0","405.00","0","0","405","6.02","W4","812.7","24001180","182487","1204","MJ2","","Schedule","FOB"
"603","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158602XXL","405.00","2024-06-12","2024-05-24","0","0","0","405.00","0","0","405","6.02","W4","812.7","24001180","182487","1204","MJ2","","Schedule","FOB"
"604","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158587","2160.00","2024-06-10","2024-05-24","0","0","0","2160.00","0","0","2160","5.63","W4","4053.6","24001181","182489","1204","MJ2","","Schedule","FOB"
"605","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158587","2160.00","2024-06-10","2024-05-24","0","0","0","2160.00","0","0","2160","5.63","W4","4053.6","24001181","182489","1204","MJ2","","Schedule","FOB"
"606","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158587","2160.00","2024-06-07","2024-05-24","0","0","0","2160.00","0","0","2160","5.63","W4","4053.6","24001181","182489","1204","MJ2","","Schedule","FOB"
"607","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158587","2160.00","2024-06-13","2024-05-24","0","0","0","2160.00","0","0","2160","5.63","W4","4053.6","24001181","182489","1204","MJ2","","Schedule","FOB"
"608","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158587XXL","648.00","2024-06-11","2024-05-24","0","0","0","648.00","0","0","648","6.02","W4","1300.32","24001182","182491","1204","MJ2","","Schedule","FOB"
"609","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158587XXL","648.00","2024-06-11","2024-05-24","0","0","0","648.00","0","0","648","6.02","W4","1300.32","24001182","182491","1204","MJ2","","Schedule","FOB"
"610","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158587XXL","648.00","2024-06-10","2024-05-24","0","0","0","648.00","0","0","648","6.02","W4","1300.32","24001182","182491","1204","MJ2","","Schedule","FOB"
"611","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158587XXL","648.00","2024-06-13","2024-05-24","0","0","0","648.00","0","0","648","6.02","W4","1300.32","24001182","182491","1204","MJ2","","Schedule","FOB"
"612","AGRON, INC.","PO-0000076","ADIDAS BRF, 5158582","4896.00","2024-05-17","2024-05-24","0","0","0","4896.00","0","0","4896","5.71","W4","6989.04","24001191","182442","1204","MJ2","","Schedule","FOB"
"613","AGRON, INC.","PO-0000076","ADIDAS BRF, 5158582","4896.00","2024-05-15","2024-05-24","0","0","0","4896.00","0","0","4896","5.71","W4","6989.04","24001191","182442","1204","MJ2","","Schedule","FOB"
"614","AGRON, INC.","PO-0000076","ADIDAS BRF, 5158582","4896.00","2024-05-15","2024-05-24","0","0","0","4896.00","0","0","4896","5.71","W4","6989.04","24001191","182442","1204","MJ2","","Schedule","FOB"
"615","AGRON, INC.","PO-0000076","ADIDAS BRF, 5158582","4896.00","2024-05-16","2024-05-24","0","0","0","4896.00","0","0","4896","5.71","W4","6989.04","24001191","182442","1204","MJ2","","Schedule","FOB"
"616","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158603","4752.00","2024-05-28","2024-05-24","0","0","0","4752.00","0","0","4752","5.82","W4","6914.16","24001190","182493","1204","MJ2","","Schedule","FOB"
"617","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158603","4752.00","2024-05-27","2024-05-24","0","0","0","4752.00","0","0","4752","5.82","W4","6914.16","24001190","182493","1204","MJ2","","Schedule","FOB"
"618","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158603","4752.00","2024-05-24","2024-05-24","0","0","0","4752.00","0","0","4752","5.82","W4","6914.16","24001190","182493","1204","MJ2","","Schedule","FOB"
"619","AGRON, INC.","PO-0000077","ADIDAS BRF, 5158603","4752.00","2024-05-28","2024-05-24","0","0","0","4752.00","0","0","4752","5.82","W4","6914.16","24001190","182493","1204","MJ2","","Schedule","FOB"
"620","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158009","3780.00","2024-06-03","2024-05-24","0","0","0","3780.00","0","0","3780","6.39","W4","24154.2","24001139","182412","1204","MJ1","","Schedule","FOB"
"621","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158009","3780.00","2024-06-03","2024-05-24","0","0","0","3780.00","0","0","3780","6.39","W4","24154.2","24001139","182412","1204","MJ1","","Schedule","FOB"
"622","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158607","8370.00","2024-05-03","2024-05-24","0","0","0","8370.00","0","0","8370","5.14","W4","14340.6","24001156","182421","1204","MJ1","","Schedule","FOB"
"623","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158607","8370.00","2024-05-07","2024-05-24","0","0","0","8370.00","0","0","8370","5.14","W4","14340.6","24001156","182421","1204","MJ1","","Schedule","FOB"
"624","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158607XXL","702.00","2024-05-14","2024-05-24","0","0","0","702.00","0","0","702","5.49","W4","1284.66","24001157","182422","1204","MJ1","","Schedule","FOB"
"625","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158607XXL","702.00","2024-05-15","2024-05-24","0","0","0","702.00","0","0","702","5.49","W4","1284.66","24001157","182422","1204","MJ1","","Schedule","FOB"
"626","RS MITRA KELUARGA","","RS MITRA KELUARGA","21.00","2024-05-21","2024-05-24","0","0","0","21.00","0","0","21","8.01","W4","168.21","24001060","182452","1205","CHW","","Schedule","FOB"
"627","RS MITRA KELUARGA","","RS MITRA KELUARGA","21.00","2024-05-08","2024-05-24","0","0","0","21.00","0","0","21","7.37","W4","154.77","24001061","182454","1205","CHW","","Schedule","FOB"
"628","RS MITRA KELUARGA","","RS MITRA KELUARGA","15.00","2024-05-21","2024-05-24","0","0","0","15.00","0","0","15","1.43","W4","21.45","24001098","182504","1205","CHW","","Schedule","FOB"
"629","RS MITRA KELUARGA","","RS MITRA KELUARGA","2406.00","2024-05-10","2024-05-24","0","0","0","2406.00","0","0","2406","5.63","W4","13545.78","24001067","182457","1205","CHW","","Schedule","FOB"
"630","RS MITRA KELUARGA","","RS MITRA KELUARGA","2406.00","2024-05-15","2024-05-24","0","0","0","2406.00","0","0","2406","5.18","W4","12463.08","24001068","182458","1205","CHW","","Schedule","FOB"
"631","RS MITRA KELUARGA","","RS MITRA KELUARGA","71.00","2024-05-10","2024-05-24","0","0","0","71.00","0","0","71","8.01","W4","568.71","24001074","182467","1205","CHW","","Schedule","FOB"
"632","RS MITRA KELUARGA","","RS MITRA KELUARGA","71.00","2024-05-15","2024-05-24","0","0","0","71.00","0","0","71","7.37","W4","523.27","24001075","182469","1205","CHW","","Schedule","FOB"
"633","RS MITRA KELUARGA","","RS MITRA KELUARGA","672.00","2024-05-14","2024-05-24","0","0","0","672.00","0","0","672","5.63","W4","3783.36","24001078","182475","1205","CHW","","Schedule","FOB"
"634","RS MITRA KELUARGA","","RS MITRA KELUARGA","672.00","2024-05-17","2024-05-24","0","0","0","672.00","0","0","672","5.18","W4","3480.96","24001079","182477","1205","CHW","","Schedule","FOB"
"635","RS MITRA KELUARGA","","RS MITRA KELUARGA","47.00","2024-05-14","2024-05-24","0","0","0","47.00","0","0","47","8.01","W4","376.47","24001090","182496","1205","CHW","","Schedule","FOB"
"636","RS MITRA KELUARGA","","RS MITRA KELUARGA","47.00","2024-05-17","2024-05-24","0","0","0","47.00","0","0","47","7.37","W4","346.39","24001091","182497","1205","CHW","","Schedule","FOB"
"637","RS MITRA KELUARGA","","RS MITRA KELUARGA","594.00","2024-05-16","2024-05-24","0","0","0","594.00","0","0","594","5.63","W4","3344.22","24001084","182486","1205","CHW","","Schedule","FOB"
"638","RS MITRA KELUARGA","","RS MITRA KELUARGA","594.00","2024-05-21","2024-05-24","0","0","0","594.00","0","0","594","5.18","W4","3076.92","24001085","182488","1205","CHW","","Schedule","FOB"
"639","RS MITRA KELUARGA","","RS MITRA KELUARGA","135.00","2024-05-16","2024-05-24","0","0","0","135.00","0","0","135","6.99","W4","943.65","24001094","182500","1205","CHW","","Schedule","FOB"
"640","RS MITRA KELUARGA","","RS MITRA KELUARGA","135.00","2024-05-21","2024-05-24","0","0","0","135.00","0","0","135","6.36","W4","858.6","24001095","182501","1205","CHW","","Schedule","FOB"
"641","RS MITRA KELUARGA","","RS MITRA KELUARGA","26.00","2024-05-16","2024-05-24","0","0","0","26.00","0","0","26","7.69","W4","199.94","24001101","182507","1205","CHW","","Schedule","FOB"
"642","RS MITRA KELUARGA","","RS MITRA KELUARGA","26.00","2024-05-21","2024-05-24","0","0","0","26.00","0","0","26","8.97","W4","233.22","24001102","182508","1205","CHW","","Schedule","FOB"
"643","RS MITRA KELUARGA","","RS MITRA KELUARGA","1742.00","2024-04-24","2024-05-24","0","0","0","1742.00","0","0","1742","1.9","W4","3309.8","24001071","182463","1205","CHW","","Schedule","FOB"
"644","RS MITRA KELUARGA","","RS MITRA KELUARGA","1742.00","2024-04-25","2024-05-24","0","0","0","1742.00","0","0","1742","1.43","W4","2491.06","24001073","182465","1205","CHW","","Schedule","FOB"
"645","RS MITRA KELUARGA","","RS MITRA KELUARGA","53.00","2024-05-06","2024-05-24","0","0","0","53.00","0","0","53","1.9","W4","100.7","24001076","182471","1205","CHW","","Schedule","FOB"
"646","RS MITRA KELUARGA","","RS MITRA KELUARGA","53.00","2024-05-06","2024-05-24","0","0","0","53.00","0","0","53","1.43","W4","75.79","24001077","182473","1205","CHW","","Schedule","FOB"
"647","RS MITRA KELUARGA","","RS MITRA KELUARGA","609.00","2024-05-07","2024-05-24","0","0","0","609.00","0","0","609","1.9","W4","1157.1","24001082","182482","1205","CHW","","Schedule","FOB"
"648","RS MITRA KELUARGA","","RS MITRA KELUARGA","609.00","2024-05-07","2024-05-24","0","0","0","609.00","0","0","609","1.43","W4","870.87","24001083","182484","1205","CHW","","Schedule","FOB"
"649","RS MITRA KELUARGA","","RS MITRA KELUARGA","29.00","2024-05-07","2024-05-24","0","0","0","29.00","0","0","29","1.9","W4","55.1","24001092","182498","1205","CHW","","Schedule","FOB"
"650","RS MITRA KELUARGA","","RS MITRA KELUARGA","29.00","2024-05-07","2024-05-24","0","0","0","29.00","0","0","29","1.43","W4","41.47","24001093","182499","1205","CHW","","Schedule","FOB"
